term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0048534,"hematopoietic or lymphoid organ development",4.339%,null,null,2.877,-2.6900,0.845,0.928,2244,1
GO:1903706,"regulation of hemopoiesis",1.823%,null,null,2.501,-2.2961,0.822,0.834,2244,1
GO:0030097,"hemopoiesis",4.108%,null,null,2.853,-2.6670,0.846,0.716,2244,1
GO:0065003,"macromolecular complex assembly",9.977%, 0.861,-6.287,3.238,-2.5932,0.917,0.507,65003,0
GO:0051156,"glucose 6-phosphate metabolic process",0.156%, 3.231, 0.385,1.447,-2.3959,0.906,0.516,51156,0
GO:0006260,"DNA replication",1.714%, 5.767,-1.416,2.474,-3.3300,0.890,0.516,6260,0
GO:0034655,"nucleobase-containing compound catabolic process",2.198%, 6.279,-0.821,2.582,-4.0412,0.841,0.517,34655,0
GO:0061013,"regulation of mRNA catabolic process",0.185%,null,null,1.519,-3.0353,0.843,0.714,34655,1
GO:0009164,"nucleoside catabolic process",0.219%,null,null,1.591,-2.5373,0.784,0.727,34655,1
GO:1901069,"guanosine-containing compound catabolic process",0.017%,null,null,0.602,-2.2265,0.822,0.800,34655,1
GO:1901658,"glycosyl compound catabolic process",0.265%,null,null,1.672,-2.3794,0.856,0.753,34655,1
GO:0033554,"cellular response to stress",10.496%,-0.760, 5.739,3.260,-3.4897,0.912,0.521,33554,0
GO:0019692,"deoxyribose phosphate metabolic process",0.173%, 3.289, 0.390,1.491,-4.4405,0.906,0.521,19692,0
GO:0002252,"immune effector process",6.896%,-3.704, 4.116,3.078,-16.4581,0.873,0.524,2252,0
GO:0010499,"proteasomal ubiquitin-independent protein catabolic process",0.023%, 4.896,-0.263,0.699,-4.5194,0.901,0.531,10499,0
GO:1901361,"organic cyclic compound catabolic process",2.706%, 5.584,-0.360,2.672,-2.9608,0.866,0.533,1901361,0
GO:0051234,"establishment of localization",29.960%,-6.219,-5.041,3.715,-7.0915,0.908,0.536,51234,0
GO:0009211,"pyrimidine deoxyribonucleoside triphosphate metabolic process",0.035%, 5.681, 0.217,0.845,-3.2347,0.862,0.539,9211,0
GO:0009894,"regulation of catabolic process",3.006%, 4.857, 0.003,2.718,-2.8689,0.863,0.539,9894,0
GO:0032612,"interleukin-1 production",0.398%,-2.721, 0.766,1.845,-3.0479,0.940,0.540,32612,0
GO:0071702,"organic substance transport",15.586%,-6.044,-4.994,3.432,-2.7826,0.897,0.547,71702,0
GO:0032101,"regulation of response to external stimulus",3.976%,-1.774, 5.633,2.839,-2.2265,0.891,0.550,32101,0
GO:0032757,"positive regulation of interleukin-8 production",0.254%,-4.355, 2.519,1.653,-2.4901,0.909,0.550,32757,0
GO:1903725,"regulation of phospholipid metabolic process",0.375%, 6.263, 0.399,1.820,-2.2265,0.858,0.567,1903725,0
GO:0097549,"chromatin organization involved in negative regulation of transcription",0.429%, 4.499,-4.601,1.875,-2.7259,0.841,0.569,97549,0
GO:0006520,"cellular amino acid metabolic process",2.152%, 6.190,-1.464,2.573,-3.2646,0.840,0.575,6520,0
GO:0019752,"carboxylic acid metabolic process",5.557%,null,null,2.984,-4.3854,0.856,0.914,6520,1
GO:0043436,"oxoacid metabolic process",6.186%,null,null,3.031,-5.2766,0.854,0.783,6520,1
GO:0044270,"cellular nitrogen compound catabolic process",2.481%, 7.392,-0.932,2.634,-3.6027,0.855,0.576,44270,0
GO:0031329,"regulation of cellular catabolic process",2.256%, 6.381,-0.052,2.593,-2.8033,0.852,0.578,31329,0
GO:0031536,"positive regulation of exit from mitosis",0.035%,-0.885,-3.886,0.845,-2.6837,0.832,0.580,31536,0
GO:0050832,"defense response to fungus",0.173%,-1.119, 6.732,1.491,-2.6182,0.899,0.581,50832,0
GO:0055086,"nucleobase-containing small molecule metabolic process",4.293%, 7.955,-1.210,2.872,-5.3995,0.840,0.584,55086,0
GO:0048194,"Golgi vesicle budding",0.052%,-3.178,-5.736,1.000,-3.6334,0.876,0.584,48194,0
GO:0090114,"COPII-coated vesicle budding",0.387%,null,null,1.833,-3.6236,0.841,0.771,48194,1
GO:0006901,"vesicle coating",0.375%,null,null,1.820,-3.3531,0.859,0.908,48194,1
GO:0046700,"heterocycle catabolic process",2.464%, 6.082,-0.286,2.631,-3.3366,0.858,0.585,46700,0
GO:0006900,"membrane budding",0.617%,-3.671,-7.009,2.033,-2.8378,0.857,0.586,6900,0
GO:0002833,"positive regulation of response to biotic stimulus",0.231%,-2.424, 5.519,1.613,-3.7860,0.893,0.587,2833,0
GO:0019439,"aromatic compound catabolic process",2.550%, 6.846,-0.254,2.646,-3.4028,0.858,0.588,19439,0
GO:0030163,"protein catabolic process",4.645%, 4.927,-0.564,2.906,-2.3322,0.858,0.593,30163,0
GO:0009057,"macromolecule catabolic process",6.878%,null,null,3.077,-3.7533,0.869,0.758,30163,1
GO:0044248,"cellular catabolic process",9.221%,null,null,3.204,-6.6313,0.865,0.703,30163,1
GO:0044265,"cellular macromolecule catabolic process",5.568%,null,null,2.985,-2.4807,0.853,0.837,30163,1
GO:1901575,"organic substance catabolic process",10.848%,null,null,3.274,-5.7384,0.869,0.833,30163,1
GO:0071310,"cellular response to organic substance",12.977%,-1.029, 4.793,3.352,-2.3574,0.911,0.598,71310,0
GO:0034728,"nucleosome organization",0.819%, 1.007,-5.361,2.155,-2.7150,0.916,0.605,34728,0
GO:0065004,"protein-DNA complex assembly",1.212%,null,null,2.324,-2.6522,0.921,0.917,34728,1
GO:0009620,"response to fungus",0.260%,-1.309, 3.814,1.663,-2.2454,0.928,0.606,9620,0
GO:0031349,"positive regulation of defense response",2.441%,-1.885, 6.782,2.627,-4.5603,0.860,0.607,31349,0
GO:0050727,"regulation of inflammatory response",1.685%,null,null,2.467,-3.5183,0.859,0.795,31349,1
GO:0002223,"stimulatory C-type lectin receptor signaling pathway",0.710%,null,null,2.093,-3.6823,0.783,0.888,31349,1
GO:0002218,"activation of innate immune response",1.662%,null,null,2.461,-4.0412,0.779,0.945,31349,1
GO:0002220,"innate immune response activating cell surface receptor signaling pathway",0.721%,null,null,2.100,-3.5314,0.782,0.890,31349,1
GO:0045088,"regulation of innate immune response",2.279%,null,null,2.598,-3.6480,0.787,0.827,31349,1
GO:0045089,"positive regulation of innate immune response",1.910%,null,null,2.521,-3.6946,0.777,0.915,31349,1
GO:0002758,"innate immune response-activating signal transduction",1.621%,null,null,2.450,-4.0568,0.769,0.791,31349,1
GO:0046434,"organophosphate catabolic process",0.716%, 7.233, 0.247,2.097,-3.0504,0.846,0.612,46434,0
GO:0050776,"regulation of immune response",5.799%,-3.648, 6.621,3.003,-2.4508,0.802,0.613,50776,0
GO:0002684,"positive regulation of immune system process",6.047%,null,null,3.021,-2.4308,0.826,0.805,50776,1
GO:0036388,"pre-replicative complex assembly",0.012%, 2.372,-3.440,0.477,-2.6127,0.875,0.615,36388,0
GO:0070585,"protein localization to mitochondrion",1.108%,-5.011,-4.058,2.286,-3.2689,0.891,0.617,70585,0
GO:0072594,"establishment of protein localization to organelle",3.837%,null,null,2.823,-2.6344,0.865,0.717,70585,1
GO:0032543,"mitochondrial translation",0.704%, 4.276,-5.018,2.090,-5.2767,0.835,0.620,32543,0
GO:0010948,"negative regulation of cell cycle process",1.593%, 0.513,-1.433,2.442,-2.7024,0.844,0.621,10948,0
GO:0045930,"negative regulation of mitotic cell cycle",1.610%,null,null,2.447,-2.6741,0.845,0.796,10948,1
GO:0034656,"nucleobase-containing small molecule catabolic process",0.040%, 6.405,-0.166,0.903,-2.2377,0.831,0.621,34656,0
GO:0006796,"phosphate-containing compound metabolic process",18.188%, 4.003, 0.629,3.499,-2.9699,0.897,0.622,6796,0
GO:0016310,"phosphorylation",13.018%,null,null,3.354,-2.4957,0.900,0.728,6796,1
GO:0051050,"positive regulation of transport",5.349%,-6.043,-2.997,2.968,-2.5121,0.852,0.623,51050,0
GO:0006955,"immune response",11.858%,-3.397, 5.260,3.313,-12.3252,0.835,0.627,6955,0
GO:0006082,"organic acid metabolic process",6.284%, 4.042, 0.221,3.037,-4.9126,0.857,0.629,6082,0
GO:0019730,"antimicrobial humoral response",0.387%,-3.845, 6.457,1.833,-2.9225,0.842,0.632,19730,0
GO:0009262,"deoxyribonucleotide metabolic process",0.185%, 6.518,-0.193,1.519,-3.4044,0.840,0.633,9262,0
GO:0033865,"nucleoside bisphosphate metabolic process",0.190%, 7.720,-0.249,1.531,-2.3978,0.843,0.635,33865,0
GO:0034032,"purine nucleoside bisphosphate metabolic process",0.190%, 7.380,-1.104,1.531,-2.3978,0.828,0.635,34032,0
GO:0033875,"ribonucleoside bisphosphate metabolic process",0.190%,null,null,1.531,-2.3978,0.840,0.998,34032,1
GO:0002888,"positive regulation of myeloid leukocyte mediated immunity",0.104%,-4.498, 5.164,1.279,-3.8441,0.860,0.642,2888,0
GO:0002886,"regulation of myeloid leukocyte mediated immunity",0.237%,null,null,1.623,-2.7554,0.863,0.721,2888,1
GO:0033008,"positive regulation of mast cell activation involved in immune response",0.075%,null,null,1.146,-2.5977,0.821,0.970,2888,1
GO:0043306,"positive regulation of mast cell degranulation",0.075%,null,null,1.146,-2.5977,0.726,0.858,2888,1
GO:0050663,"cytokine secretion",1.027%,-6.109,-3.410,2.253,-3.4956,0.824,0.642,50663,0
GO:0001817,"regulation of cytokine production",3.387%,null,null,2.769,-2.5474,0.905,0.794,50663,1
GO:0046907,"intracellular transport",10.023%,-5.902,-4.995,3.240,-6.3782,0.876,0.644,46907,0
GO:0006954,"inflammatory response",3.785%,-0.337, 4.799,2.818,-3.5314,0.905,0.646,6954,0
GO:0006414,"translational elongation",0.819%, 4.982,-1.866,2.155,-4.3740,0.884,0.651,6414,0
GO:0034401,"chromatin organization involved in regulation of transcription",1.044%, 5.530,-5.166,2.258,-2.6814,0.836,0.652,34401,0
GO:0000278,"mitotic cell cycle",5.822%,-0.017,-1.396,3.004,-7.4974,0.866,0.655,278,0
GO:0051726,"regulation of cell cycle",5.840%,null,null,3.006,-2.9773,0.850,0.767,278,1
GO:0022402,"cell cycle process",7.703%,null,null,3.126,-4.0412,0.861,0.767,278,1
GO:0006220,"pyrimidine nucleotide metabolic process",0.265%, 7.012,-1.001,1.672,-2.4959,0.825,0.658,6220,0
GO:0006333,"chromatin assembly or disassembly",0.906%, 1.042,-6.006,2.199,-2.6713,0.926,0.659,6333,0
GO:0002831,"regulation of response to biotic stimulus",0.802%,-1.858, 5.614,2.146,-3.7177,0.897,0.674,2831,0
GO:0031347,"regulation of defense response",3.964%,-1.568, 7.452,2.838,-3.8248,0.875,0.684,31347,0
GO:0045087,"innate immune response",5.124%,null,null,2.949,-5.7219,0.807,0.711,31347,1
GO:0044770,"cell cycle phase transition",3.231%,-0.028,-1.305,2.749,-5.7032,0.864,0.684,44770,0
GO:0031146,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",0.415%, 4.062,-0.541,1.863,-6.2375,0.875,0.686,31146,0
GO:0070555,"response to interleukin-1",0.664%,-0.219, 2.160,2.064,-4.8910,0.930,0.690,70555,0
GO:1902036,"regulation of hematopoietic stem cell differentiation",0.035%,-3.671, 4.043,0.845,-5.7383,0.861,0.694,1902036,0
GO:0050729,"positive regulation of inflammatory response",0.583%,-1.927, 6.833,2.009,-4.8613,0.860,0.700,50729,0
