term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0032148,"activation of protein kinase B activity",0.150%,-4.320, 4.876,1.431,-2.0465,0.732,0.659,32148,0
GO:0051254,"positive regulation of RNA metabolic process",8.304%,-5.083, 6.558,3.158,-3.7548,0.671,0.665,51254,0
GO:1902680,"positive regulation of RNA biosynthetic process",8.027%,null,null,3.144,-2.8705,0.661,0.902,51254,1
GO:0045935,"positive regulation of nucleobase-containing compound metabolic process",9.763%,null,null,3.229,-2.9288,0.676,0.842,51254,1
GO:0045893,"positive regulation of transcription, DNA-templated",7.905%,null,null,3.137,-3.1160,0.661,0.835,51254,1
GO:1903508,"positive regulation of nucleic acid-templated transcription",7.905%,null,null,3.137,-2.8739,0.662,0.914,51254,1
GO:0009966,"regulation of signal transduction",15.915%, 4.773, 6.085,3.441,-4.6364,0.779,0.674,9966,0
GO:0006954,"inflammatory response",3.785%, 3.420, 2.692,2.818,-2.3511,0.927,0.678,6954,0
GO:0019883,"antigen processing and presentation of endogenous antigen",0.069%, 2.286,-4.619,1.114,-2.1983,0.885,0.680,19883,0
GO:0046649,"lymphocyte activation",3.947%, 2.414,-4.786,2.836,-4.4525,0.785,0.683,46649,0
GO:0045321,"leukocyte activation",7.011%,null,null,3.085,-4.9260,0.774,0.794,46649,1
GO:0002366,"leukocyte activation involved in immune response",3.895%,null,null,2.830,-2.7481,0.744,0.763,46649,1
GO:0002275,"myeloid cell activation involved in immune response",3.093%,null,null,2.730,-2.0825,0.750,0.927,46649,1
GO:0002263,"cell activation involved in immune response",3.907%,null,null,2.831,-2.7129,0.751,0.768,46649,1
GO:0002283,"neutrophil activation involved in immune response",2.799%,null,null,2.687,-2.0026,0.753,0.969,46649,1
GO:0043312,"neutrophil degranulation",2.799%,null,null,2.687,-2.0249,0.742,0.914,46649,1
GO:0031349,"positive regulation of defense response",2.441%, 2.697, 7.362,2.627,-2.0485,0.780,0.684,31349,0
GO:0050727,"regulation of inflammatory response",1.685%,null,null,2.467,-2.0351,0.842,0.795,31349,1
GO:0010557,"positive regulation of macromolecule biosynthetic process",9.406%,-4.700, 6.634,3.212,-3.4817,0.683,0.685,10557,0
GO:0031328,"positive regulation of cellular biosynthetic process",10.167%,null,null,3.246,-3.1146,0.680,0.875,10557,1
GO:0009725,"response to hormone",4.916%, 5.389, 1.694,2.931,-2.0107,0.912,0.685,9725,0
GO:0032602,"chemokine production",0.439%, 0.103,-1.378,1.886,-2.0351,0.954,0.686,32602,0
GO:0023014,"signal transduction by protein phosphorylation",5.239%, 0.313, 5.050,2.959,-3.0739,0.714,0.686,23014,0
GO:0009057,"macromolecule catabolic process",6.878%,-3.870, 0.147,3.077,-3.5121,0.854,0.689,9057,0
GO:0044248,"cellular catabolic process",9.221%,null,null,3.204,-2.3128,0.861,0.833,9057,1
GO:1901575,"organic substance catabolic process",10.848%,null,null,3.274,-2.6930,0.865,0.783,9057,1
GO:1902531,"regulation of intracellular signal transduction",10.006%, 5.082, 5.917,3.239,-4.4240,0.787,0.690,1902531,0
GO:0019219,"regulation of nucleobase-containing compound metabolic process",23.912%,-6.566, 4.903,3.618,-2.4236,0.726,0.691,19219,0
GO:0010628,"positive regulation of gene expression",9.833%,-4.791, 6.741,3.232,-3.0555,0.697,0.692,10628,0
GO:0050790,"regulation of catalytic activity",13.993%,-1.827,-1.016,3.385,-2.4599,0.878,0.696,50790,0
GO:0006357,"regulation of transcription from RNA polymerase II promoter",10.900%,-7.187, 3.984,3.276,-2.3499,0.734,0.696,6357,0
GO:0043085,"positive regulation of catalytic activity",9.279%,-1.800,-0.969,3.207,-3.9829,0.874,0.696,43085,0
GO:0002577,"regulation of antigen processing and presentation",0.092%, 2.400,-4.277,1.230,-2.0249,0.831,0.696,2577,0
GO:0050671,"positive regulation of lymphocyte proliferation",0.739%, 2.073, 1.383,2.111,-4.4240,0.661,0.696,50671,0
GO:0042100,"B cell proliferation",0.508%,null,null,1.949,-2.6292,0.775,0.814,50671,1
GO:0042098,"T cell proliferation",1.010%,null,null,2.246,-2.0895,0.737,0.904,50671,1
GO:0070663,"regulation of leukocyte proliferation",1.171%,null,null,2.310,-3.8008,0.860,0.874,50671,1
GO:0070665,"positive regulation of leukocyte proliferation",0.773%,null,null,2.130,-4.2165,0.802,0.900,50671,1
GO:0042102,"positive regulation of T cell proliferation",0.548%,null,null,1.982,-2.1087,0.650,0.962,50671,1
GO:0032943,"mononuclear cell proliferation",1.495%,null,null,2.415,-4.0521,0.907,0.972,50671,1
GO:0032944,"regulation of mononuclear cell proliferation",1.131%,null,null,2.294,-3.7629,0.857,0.980,50671,1
GO:0032946,"positive regulation of mononuclear cell proliferation",0.744%,null,null,2.114,-4.4240,0.801,0.984,50671,1
GO:0030890,"positive regulation of B cell proliferation",0.225%,null,null,1.602,-2.6373,0.695,0.890,50671,1
GO:0030888,"regulation of B cell proliferation",0.329%,null,null,1.763,-2.4604,0.732,0.835,50671,1
GO:0050670,"regulation of lymphocyte proliferation",1.125%,null,null,2.292,-3.8008,0.699,0.943,50671,1
GO:0046651,"lymphocyte proliferation",1.483%,null,null,2.412,-4.1198,0.750,0.952,50671,1
GO:0050865,"regulation of cell activation",3.174%, 1.320,-3.505,2.741,-2.0779,0.815,0.700,50865,0
