term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0050777,"negative regulation of immune response",0.721%,-6.739, 3.818,2.100,-2.3696,0.622,0.681,50777,0
GO:0002684,"positive regulation of immune system process",6.047%,-7.908, 0.568,3.021,-2.2875,0.606,0.685,2684,0
GO:0032310,"prostaglandin secretion",0.081%, 2.832,-6.923,1.176,-2.3260,0.883,0.686,32310,0
GO:0015732,"prostaglandin transport",0.092%,null,null,1.230,-2.2285,0.895,0.836,32310,1
GO:0050865,"regulation of cell activation",3.174%,-6.710,-1.435,2.741,-3.8737,0.760,0.688,50865,0
GO:1902531,"regulation of intracellular signal transduction",10.006%,-0.097, 7.390,3.239,-2.3076,0.816,0.690,1902531,0
GO:0030730,"sequestering of triglyceride",0.087%, 3.900,-5.439,1.204,-2.6282,0.898,0.690,30730,0
GO:0010888,"negative regulation of lipid storage",0.098%,null,null,1.255,-2.1121,0.862,0.801,30730,1
GO:0050671,"positive regulation of lymphocyte proliferation",0.739%,-7.863, 0.316,2.111,-3.0584,0.563,0.696,50671,0
GO:0070663,"regulation of leukocyte proliferation",1.171%,null,null,2.310,-2.2903,0.898,0.945,50671,1
GO:0070665,"positive regulation of leukocyte proliferation",0.773%,null,null,2.130,-2.9595,0.863,0.900,50671,1
GO:0032943,"mononuclear cell proliferation",1.495%,null,null,2.415,-2.6984,0.929,0.972,50671,1
GO:0032944,"regulation of mononuclear cell proliferation",1.131%,null,null,2.294,-2.3522,0.896,0.980,50671,1
GO:0032946,"positive regulation of mononuclear cell proliferation",0.744%,null,null,2.114,-3.0538,0.863,0.984,50671,1
GO:0050670,"regulation of lymphocyte proliferation",1.125%,null,null,2.292,-2.3522,0.570,0.952,50671,1
GO:0046651,"lymphocyte proliferation",1.483%,null,null,2.412,-2.7076,0.620,0.908,50671,1
GO:0045589,"regulation of regulatory T cell differentiation",0.110%,-7.156,-1.127,1.301,-2.6747,0.555,0.699,45589,0
GO:0045591,"positive regulation of regulatory T cell differentiation",0.069%,null,null,1.114,-2.1121,0.554,0.952,45589,1
GO:0034356,"NAD biosynthesis via nicotinamide riboside salvage pathway",0.081%, 5.354, 0.166,1.176,-2.3505,0.924,0.700,34356,0
